-9.0291,3.6175
-9.2402,3.8367
-9.2512,3.756
-9.1622,3.6752
-8.9732,3.5944
-8.1842,3.6136
-6.6953,3.4329
-6.9063,3.3521
-5.7173,3.2713
-5.9283,3.1905
-5.3393,3.1098
-4.9504,3.029
-3.9614,2.7482
-3.0724,2.6674
-2.6834,2.4867
-2.3944,2.4059
-2.3055,2.3251
-2.5165,2.2444
-2.3275,2.1636
-2.4385,2.0828
-2.6495,1.602
-2.4606,1.2213
-2.1716,1.1405
-2.0826,1.0597
-1.5936,0.97894
-0.10465,0.89816
1.2843,0.81739
1.0733,0.93662
0.86229,0.75584
0.65127,0.77507
0.44025,0.6943
0.22923,0.51352
0.018208,0.53275
0.20719,0.35198
0.79617,0.2712
0.98515,0.19043
0.77413,-0.19034
0.56311,0.028882
0.35208,-0.051892
0.54106,-0.032665
-0.069957,-0.11344
-0.28098,-0.19421
0.008002,-0.17499
0.49698,-0.055759
0.38596,-0.13653
0.37494,-0.51731
0.16392,-1.5981
0.2529,-1.6789
0.041878,-1.5596
0.030858,-1.6404
0.71984,-1.7212
0.50882,-1.8019
1.4978,-1.8827
2.3868,-2.0635
2.7758,-2.1443
2.5647,-2.225
2.6537,-1.4058
2.8427,-1.4866
3.3317,-1.5674
4.4207,-1.6481
4.2096,-1.7289
5.1986,-1.5097
4.9876,-1.7905
4.9766,-1.9712
4.9655,-2.052
5.3545,-2.1328
5.2435,-2.2136
5.0325,-2.5943
5.6215,-2.8751
5.4104,-2.9559
5.3994,-2.8366
5.4884,-2.7174
5.7774,-2.7982
5.5664,-2.879
5.6553,-2.9597
5.4443,-2.8405
5.2333,-2.4213
5.3223,-2.5021
5.0113,-2.5828
4.5002,-3.1636
4.2892,-3.2444
3.9782,-3.3252
4.2672,-3.6059
4.0562,-3.0867
3.8451,-3.1675
3.1341,-2.8482
2.3231,-2.829
2.5121,-2.3098
2.3011,-2.3906
1.39,-2.4713
0.27901,-1.7521
0.067991,-1.8329
-0.14303,-1.9137
-0.35405,-1.9944
-0.56507,-2.8752
-0.77609,-3.556
-1.3871,-3.6368
-1.5981,-3.7175
-1.8092,-3.1983
-2.0202,-2.4791
-1.8312,-2.4598
-1.7422,-2.3406
-1.9532,-2.1214
-1.9643,-2.2022
-2.1753,-2.2829
-2.2863,-2.0637
-2.4973,-2.4445
-2.7083,-2.2253
-2.6194,-2.306
-2.1304,-2.3868
-2.0414,-2.4676
-2.2524,-2.5484
-2.1634,-2.6291
-1.8745,-1.6099
-1.5855,-1.2907
-1.0965,-1.1715
-0.60752,-0.35223
-0.81855,-0.433
-0.62957,0.38623
0.65941,0.30545
2.2484,0.22468
2.0374,0.043907
1.8264,-0.036866
1.6153,0.28236
1.4043,0.20159
1.5933,0.52081
1.3823,0.94004
1.1712,1.0593
0.96023,1.1785
0.84921,1.0977
0.63819,1.0169
1.2272,1.0362
2.0161,1.0554
2.2051,0.97463
1.9941,1.2939
1.7831,1.7131
1.5721,2.2323
0.96104,2.2515
0.75002,2.2708
0.939,1.99
0.72798,2.1092
0.81696,2.2284
1.0059,2.1477
1.0949,2.0669
1.0839,1.9861
0.87288,1.9053
1.1619,1.8246
1.7508,1.7438
2.2398,2.463
2.7288,3.1822
2.5178,3.3015
2.3068,3.2207
2.0957,2.9399
1.8847,2.8592
0.97369,2.8784
0.76267,2.7976
0.55165,2.7168
0.34063,2.6361
0.72961,2.4553
0.51859,2.3745
-0.29243,2.2937
-0.30345,2.213
-0.51447,2.1322
-0.72549,2.1514
-0.93651,2.0706
-2.2475,1.8899
-2.4586,1.8091
-2.6696,1.6283
-2.8806,1.5476
-3.0916,1.4668
-2.7026,1.286
-1.5137,1.2052
-1.5247,1.1245
-1.7357,1.0437
-1.9467,0.96291
-1.9577,0.88214
-1.3688,0.80136
-0.67978,0.72059
-0.8908,0.53982
-1.1018,0.059044
-0.11285,-0.021729
1.1761,0.2975
0.96511,-0.18328
0.75409,-0.76405
0.94307,-0.34482
1.2321,-0.4256
2.421,-0.50637
2.91,-0.18714
2.299,-0.26792
2.488,-0.34869
2.6769,-0.42946
2.8659,0.28976
2.6549,1.309
2.6439,1.7282
2.4329,1.8474
2.3218,2.2667
2.1108,2.1859
1.8998,1.6051
1.6888,2.0243
1.4778,2.8436
1.1667,2.7628
1.0557,1.782
0.8447,2.2013
0.63368,2.1205
0.72266,2.0397
0.51164,1.9589
0.30062,1.7782
0.089598,0.99739
-0.12142,0.51661
-0.33244,-0.16416
-0.54346,-0.24493
-0.75448,-0.32571
-0.96551,-1.0065
-1.1765,-1.0873
-1.3875,-1.168
-1.5986,-1.2488
-1.8096,-1.3296
-2.0206,-1.2103
-2.4316,-1.2911
-1.8426,-1.3719
-2.0537,-1.1527
-2.2647,-1.2334
-2.4757,-1.3142
-2.5867,-1.395
-2.7978,-0.97576
-3.0088,-1.0565
-3.2198,-0.83731
-1.6308,-0.81808
-0.94184,-0.79886
-0.95286,-0.67963
-1.1639,-0.7604
-1.3749,-0.44118
-1.2859,-0.52195
-1.7969,-0.60273
-1.408,-0.1835
-1.619,0.53573
-1.83,0.45495
-1.641,0.37418
-1.852,0.39341
-2.0631,-0.087366
-1.8741,-0.16814
-1.5851,-0.24891
-1.3961,-0.72969
-1.6071,-0.81046
-1.8182,-1.4912
-2.0292,-1.572
-2.2402,-1.9528
-2.3512,-2.1336
-2.2622,-2.2143
-2.4733,-2.2951
-2.5843,-1.9759
-2.7953,-2.2566
-1.8063,-2.3374
-1.8174,-2.5182
-2.0284,-2.799
-2.2394,-2.8797
-2.4504,-3.3605
-1.6614,-3.4413
-1.8725,-3.5221
-2.9835,-4.4028
-2.3945,-3.6836
-2.5055,-3.3644
-2.7165,-3.2452
-2.9276,-3.3259
-2.9386,-3.4067
-2.9496,-3.4875
-3.1606,-3.5683
-3.3716,-3.649
-3.5827,-4.3298
-3.9937,-5.1106
-4.0047,-5.1913
-4.3157,-5.6721
-4.5267,-5.9529
-4.7378,-6.0337
-4.9488,-6.1144
-3.8598,-6.2952
-4.0708,-6.776
-4.2818,-7.1568
-4.4929,-7.2375
-3.6039,-7.3183
-3.3149,-7.3991
-2.9259,-7.6799
-3.1369,-7.9606
-3.348,-8.0414
-2.859,-8.1222
-2.37,-8.3029
-2.581,-8.4837
-2.7921,-8.3645
-2.7031,-8.4453
-2.2141,-8.426
-1.7251,-8.5068
-1.9361,-8.5876
-1.4472,-8.6684
-0.85818,-8.5491
-1.0692,-8.6299
-0.28022,-8.7107
-0.49124,-8.7915
-0.70226,-9.0722
-0.91328,-9.453
-1.1243,-9.5338
-1.3353,-9.7145
-1.5463,-9.7953
-1.7574,-9.7761
-0.068383,-9.5569
-0.2794,-9.6376
0.80958,-9.7184
1.2986,-9.7992
1.0875,-10.18
1.4765,-10.261
0.66549,-10.442
0.25447,-10.522
0.043452,-10.603
-1.6676,-10.784
-1.8786,-11.065
-2.0896,-11.345
-2.3006,-11.426
-2.5117,-11.307
-2.7227,-11.588
-1.7337,-11.668
-1.9447,-11.749
-2.1557,-12.63
-2.3668,-12.711
-2.5778,-12.992
-2.0888,-13.172
-3.7998,-13.953
-4.0108,-13.934
-4.2219,-13.415
-3.2329,-12.995
-3.4439,-13.276
-3.6549,-13.357
-3.5659,-13.238
-2.977,-13.519
-2.488,-13.999
-2.699,-13.68
-2.91,-13.761
-3.221,-14.242
-3.3321,-14.322
-3.4431,-14.503
-3.6541,-14.584
-3.8651,-14.165
-4.0761,-14.245
-3.6872,-14.326
-3.0982,-14.907
-3.3092,-15.388
-3.5202,-15.069
-2.8312,-15.149
-2.2423,-15.33
-2.4533,-15.711
-2.6643,-15.992
-2.8753,-16.072
-2.9864,-16.153
-3.0974,-16.234
-3.4084,-16.115
-3.6194,-16.196
-3.7304,-16.476
-3.5415,-16.157
-3.4525,-16.238
-3.1635,-16.019
-2.0745,-16.099
-2.2855,-16.18
-2.4966,-16.161
-2.7076,-16.342
-2.9186,-16.323
-4.0296,-16.403
-4.2406,-16.484
-4.4517,-16.565
-4.6627,-16.646
-4.8737,-16.726
-5.0847,-16.807
-4.2957,-16.788
-5.2068,-16.869
-5.4178,-16.649
-4.7288,-16.73
-4.9398,-16.411
-1.8508,-16.192
1.0381,-16.273
0.82711,-16.053
1.5161,-15.534
1.3051,-13.015
1.894,-9.3957
2.483,0.12357
4.772,14.843
6.761,28.062
11.15,40.181
17.039,55.2
23.228,71.22
27.717,83.339
27.506,91.458
27.395,105.88
27.184,117.9
26.973,124.22
26.762,135.94
26.551,145.45
26.34,152.47
26.129,156.69
25.918,162.91
25.507,170.13
24.596,172.85
23.185,176.57
22.174,180.19
21.263,183.01
