1.6541,-2.1045
1.6378,-1.9865
1.6214,-1.8685
1.6051,-1.7504
0.78869,-1.6324
0.77233,-1.5144
-0.04403,-1.3964
-0.060391,-0.97836
-0.076752,-0.86034
-0.89311,-0.74232
-0.90947,-0.8243
-1.8258,-0.0062855
-2.6422,0.11173
-2.6586,0.72975
-2.8749,0.14777
-2.8913,0.46579
-3.4076,0.58381
-3.424,0.70182
-3.4404,1.1198
-3.4567,0.93786
-3.4731,1.0559
-3.4894,0.6739
-4.1058,0.79192
-3.5222,0.20993
-4.1385,-0.072047
-4.1549,0.045972
-4.6712,-0.03601
-4.6876,-0.71799
-4.704,-1.2
-4.8203,-1.082
-4.8367,-0.96394
-4.8531,-1.0459
-4.8694,-0.9279
-4.5858,-0.90988
-3.7021,-0.89186
-3.7185,-0.77384
-2.5349,-0.65583
-1.9512,-0.53781
0.13242,-0.41979
0.81606,-0.20177
0.7997,0.016247
1.2833,0.13427
1.267,0.45228
1.7506,0.5703
1.7343,0.68832
1.7179,0.80634
1.9015,0.72436
1.8852,0.74238
1.8688,1.0604
1.8525,1.1784
1.8361,1.2964
2.2197,1.4144
2.2034,1.5325
2.187,1.6505
2.8706,1.7685
3.4543,1.8865
3.8379,1.8045
3.8216,1.6226
3.8052,1.7406
3.7888,1.8586
3.0725,1.9766
3.0561,2.0946
3.0398,2.2127
3.0234,2.3307
3.007,2.6487
2.9907,2.8667
3.7743,2.9847
3.758,3.3027
3.7416,3.4208
3.7252,3.5388
3.7089,3.8568
3.6925,3.9748
3.6761,4.0928
3.6598,4.2109
3.2434,4.3289
3.2271,4.4469
3.1107,4.5649
3.0943,4.6829
2.578,4.6009
2.5616,4.419
2.5453,4.437
2.5289,4.455
2.5125,4.373
1.8962,4.491
2.4798,4.1091
1.8635,3.2271
1.8471,2.6451
1.8307,2.7631
1.8144,2.2811
2.298,2.3991
2.5817,1.8172
2.5653,1.8352
2.5489,1.5532
2.5326,1.2712
1.8162,0.18924
0.99985,-0.89274
0.38349,-1.3747
0.36713,-1.2567
-0.049235,-1.9387
-0.065596,-2.3207
-0.081957,-2.5027
-0.29832,-2.6846
-0.31468,-2.2666
-0.53104,-2.4486
-1.3474,-2.3306
-1.3638,-2.5126
-2.6801,-2.3945
-2.6965,-2.2765
-4.2128,-1.8585
-4.2292,-2.0405
-5.7456,-2.0225
-5.7619,-2.1044
-5.7783,-1.9864
-6.7946,-1.8684
-6.811,-1.5504
-6.9274,-1.3324
-6.9437,-1.0144
-6.9601,-0.89634
-6.9765,-0.97832
-6.9928,-0.8603
-7.0092,-0.54228
-5.5255,-0.22426
-4.0419,-0.30625
-3.4583,0.011772
-3.4746,-0.070209
-3.491,0.047809
-3.3073,-0.034172
-3.1237,0.083846
-2.6401,-0.098136
-2.1564,0.019883
-2.1728,-0.1621
-2.6891,-0.24408
-1.9055,-0.32606
-1.9219,-0.20804
-1.9382,-0.19003
-1.6546,-0.27201
-1.671,-0.45399
-1.5873,-0.33597
-1.3037,-0.61795
-1.32,-0.89993
-0.93639,-1.2819
0.34724,-2.0639
0.33088,-2.1459
0.31452,-2.8279
1.9982,-3.3098
2.9818,-3.7918
2.9654,-4.3738
2.9491,-4.5558
2.9327,-4.9378
1.9164,-5.2197
1.9,-5.1017
1.8836,-5.2837
1.8673,-5.1657
1.8509,-5.0477
1.8346,-4.9297
2.1182,-5.1116
3.9018,-4.9936
4.9855,-4.8756
5.2691,-4.7576
5.3527,-4.5396
6.4364,-4.2215
6.32,-3.8035
6.3037,-3.9855
6.2873,-3.8675
4.8709,-3.4495
4.8546,-3.1315
4.8382,-3.2134
4.7219,-2.9954
6.8055,-2.4774
6.7891,-2.0594
8.9728,-1.9414
8.9564,-1.6233
6.7401,-1.5053
6.7237,-1.0873
4.6073,-1.0693
4.591,-0.95127
4.3746,-1.5333
3.3583,-1.4152
2.6419,-1.2972
2.4255,-1.1792
2.4092,-1.1612
2.3928,-1.2432
1.7764,-0.92514
2.3601,-1.0071
1.7437,-1.0891
1.7274,-0.97109
1.711,-0.85307
1.0946,-0.83505
1.0783,-0.71703
1.0619,-0.89901
1.0456,-0.981
1.0292,-1.063
1.2128,-0.84496
1.4965,-0.92694
1.1801,-0.60892
0.96375,-0.4909
0.64739,-0.57289
0.43103,-0.85487
0.31467,-0.33685
-0.0016891,-0.61883
-0.61805,-0.50081
-0.63441,-0.38279
-0.65077,-0.36478
-0.66713,-0.34676
-0.68349,-0.22874
-1.2999,-0.21072
-1.7162,-0.3927
-2.3326,-0.67468
-2.3489,-0.65667
-2.3653,-0.53865
-3.0817,-0.42063
-3.498,-0.30261
-4.0144,-0.18459
-4.0307,-0.26657
-4.5471,-0.14856
-4.5635,-0.33054
-4.5798,-0.21252
-4.7962,0.2055
-4.8125,0.023518
-4.8289,0.14154
-4.8453,0.15955
-4.6616,0.27757
-3.778,0.49559
-3.7944,0.61361
-3.4107,1.1316
-3.3271,1.2496
-2.0434,1.3677
-2.0598,2.0857
-2.0762,2.4037
-0.39252,2.6217
-0.40888,2.6397
0.47476,2.7578
0.4584,2.7758
0.24204,2.8938
0.22568,3.0118
-0.29068,3.1298
-0.30704,3.3478
-0.3234,3.4659
-0.73977,3.5839
-0.75613,3.7019
-0.87249,3.8199
-0.88885,3.9379
-1.2052,4.156
-1.2216,4.174
-0.83793,4.292
-0.85429,4.51
-1.2707,4.628
-1.287,4.7461
-1.3034,4.8641
-1.3197,4.7821
-1.3361,5.6001
-1.3525,6.0181
-1.3688,6.7361
-3.3852,6.8542
-3.4015,6.9722
-3.4179,7.0902
-3.9343,7.0082
-3.4506,6.4262
-4.767,6.5443
-4.7833,6.6623
-4.7997,7.9803
-5.0161,7.8983
-4.6324,7.6163
-5.0488,8.3343
-5.0651,7.8524
-4.6815,7.9704
-4.3979,8.5884
